Creation_Date;Index_Symbol;Index_Name;Index ISIN;Internal_Key;ISIN;RIC;Instrument_Name;Country;Currency;Exchange;Index Membership;Rank (FINAL);Rank (PREVIOUS);Comment;Rank 2 (FINAL);Rank 2 (PREVIOUS)
20260901;SXXP;STOXX Europe 600;EU0009658202;442170;;HRMr.AT;GEK TERNA;GR;EUR;ATHENS SE;;457;;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;PL704L;;DNP.WA;DINO POLSKA SA;PL;PLN;Warsaw SE;;458;474;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;738307;;ENAG.MC;ENAGAS;ES;EUR;BME Exchange;;459;447;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;548552;;NAFG.DE;AURUBIS;DE;EUR;XETRA;;460;415;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NO10CO;;SALM.OL;SALMAR;NO;NOK;Oslo Bors;;461;469;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;ES705I;;UNI.MC;UNICAJA BANCO S.A.;ES;EUR;BME Exchange;;462;466;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;424749;;IETB.BR;D'IETEREN GROUP;BE;EUR;Euronext Brussels;;463;449;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;599623;;MORr.AT;MOTOR OIL (HELLAS);GR;EUR;ATHENS SE;;464;;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;432684;;BCVN.S;BANQUE CANTONALE VAUDOISE;CH;CHF;Six Swiss Exchange;;465;456;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;466160;;VERB.VI;VERBUND;AT;EUR;Wiener Boerse AG;;466;452;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B0BN7W;;TUB.BR;FINANCIERE DE TUBIZE;BE;EUR;Euronext Brussels;;467;436;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;317731;;INVP.L;INVESTEC;GB;GBP;London SE;;468;425;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;FR106D;;TE.PA;Technip Energies;FR;EUR;Euronext Paris;;469;454;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B0Z5YZ;;AKE.PA;ARKEMA;FR;EUR;Euronext Paris;;470;463;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;453800;;LUNDb.ST;LUNDBERGFORETAGEN B;SE;SEK;NASDAQ Stockholm;;471;461;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B1GGWB;;BGN.MI;BCA GENERALI;IT;EUR;Borsa Italiana;;472;464;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;PL701I;;BFT.WA;BENEFIT SYSTEMS;PL;PLN;Warsaw SE;;473;458;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB60DA;;ENT.L;ENTAIN;GB;GBP;London SE;;474;443;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;PL409N;;ZAB.WA;ZABKA GROUP;PL;PLN;Warsaw SE;;475;457;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;AT502A;;ATSV.VI;AT&S AUSTRIA TECH.&SYSTEMTECH;AT;EUR;Wiener Boerse AG;;476;496;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE80CQ;;SECTb.ST;SECTRA 'B';SE;SEK;NASDAQ Stockholm;;477;473;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;PL106H;;CDR.WA;CD PROJEKT RED SA;PL;PLN;Warsaw SE;;478;439;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;009417;;BKGH.L;BERKELEY GRP HLDG;GB;GBP;London SE;;479;465;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE301V;;LEGn.DE;LEG IMMOBILIEN;DE;EUR;XETRA;;480;451;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DK1053;;ALKb.CO;ALK-ABELLO B;DK;DKK;NASDAQ Copenhagen;;481;450;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB5130;;ROSE.L;ROSEBANK INDUSTRIES;GB;GBP;London SE;;482;;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;523280;;CAST.ST;CASTELLUM;SE;SEK;NASDAQ Stockholm;;483;424;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;549913;;A2.MI;A2A;IT;EUR;Borsa Italiana;;484;475;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;599933;;TEPRF.PA;TELEPERFORMANCE;FR;EUR;Euronext Paris;;485;494;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B01MJR;;BIOX.PA;BIOMERIEUX;FR;EUR;Euronext Paris;;486;488;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B164FY;;ADP.PA;ADP;FR;EUR;Euronext Paris;;487;487;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE60HT;;OCTVsdb.ST;OCTAVE INTELLIGENCE SDR;SE;SEK;NASDAQ Stockholm;;488;497;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;715672;;CPRI.MI;DAVIDE CAMPARI;IT;EUR;Borsa Italiana;;489;471;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NL103C;;INPST.AS;INPOST;NL;EUR;Euronext Amsterdam;;490;472;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B1YWXY;;KBCA.BR;KBC ANCORA;BE;EUR;Euronext Brussels;;491;491;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;087823;;TW.L;TAYLOR WIMPEY;GB;GBP;London SE;;492;502;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB32XT;;PAFR.L;PAN AFRICAN RESOURCES;GB;GBP;London SE;;493;663;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE10D5;;FTKn.DE;FLATEXDEGIRO N;DE;EUR;XETRA;;494;501;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;046025;;INCH.L;INCHCAPE;GB;GBP;London SE;;495;480;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE104W;;EVDG.DE;CTS EVENTIM;DE;EUR;XETRA;;496;482;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B02R4D;;AKER.OL;AKER A;NO;NOK;Oslo Bors;;497;546;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;521711;;DEMANT.CO;DEMANT;DK;DKK;NASDAQ Copenhagen;;498;493;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB60B8;;CWK.L;CRANSWICK;GB;GBP;London SE;;499;485;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NL404G;;CVC.AS;CVC CAPITAL PARTNERS;NL;EUR;Euronext Amsterdam;;500;478;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;400523;;ACX.MC;ACERINOX;ES;EUR;BME Exchange;;501;499;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;047640;;JMAT.L;JOHNSON MATTHEY;GB;GBP;London SE;;502;453;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE10RY;;BALDb.ST;FASTIGHETS BALDER B;SE;SEK;NASDAQ Stockholm;;503;489;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE50KV;;SAGAb.ST;SAGAX 'B';SE;SEK;NASDAQ Stockholm;;504;483;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;413234;;INGP.WA;ING BANK SLASKI BSK;PL;PLN;Warsaw SE;;505;492;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;FR90ET;;SOIT.PA;SOITEC;FR;EUR;Euronext Paris;;506;512;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB4195;;ZEG.L;ZEGONA COMMUNICATIONS;GB;GBP;London SE;;507;517;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;591427;;ALLN.S;ALLREAL HLDG;CH;CHF;Six Swiss Exchange;;508;477;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;439180;;GFCP.PA;GECINA;FR;EUR;Euronext Paris;;509;470;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE10BI;;AAK.ST;AAK;SE;SEK;NASDAQ Stockholm;;510;484;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;ES032;;LOOMIS.ST;LOOMIS;SE;SEK;NASDAQ Stockholm;;511;503;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE1080;;RAAG.DE;RATIONAL;DE;EUR;XETRA;;512;481;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;PL702J;;XTB.WA;XTB SA;PL;PLN;Warsaw SE;;513;566;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB50VR;;SCTS.L;SOFTCAT;GB;GBP;London SE;;514;519;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;038112;;ITV.L;ITV;GB;GBP;London SE;;515;490;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;FI31QR;;MANTA.HE;Mandatum;FI;EUR;NASDAQ Helsinki;;516;515;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;444747;;HUH1V.HE;HUHTAMAKI;FI;EUR;NASDAQ Helsinki;;517;510;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE40C7;;TUI1n.DE;TUI;DE;EUR;XETRA;;518;486;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;042364;;MTO.L;MITIE GROUP;GB;GBP;London SE;;519;507;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE10IA;;AG1G.DE;AUTO1 GROUP;DE;EUR;XETRA;;520;506;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;492624;;VLOF.PA;VALEO;FR;EUR;Euronext Paris;;521;498;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;IT102E;;ITPG.MI;INTERPUMP GRP;IT;EUR;Borsa Italiana;;522;528;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE3060;;KGX.DE;KION GROUP;DE;EUR;XETRA;;523;550;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;759800;;HRA.MI;HERA;IT;EUR;Borsa Italiana;;524;511;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH8078;;SFZN.S;SIEGFRIED 'R';CH;CHF;Six Swiss Exchange;;525;500;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;526357;;FLS.CO;FLSMIDTH & COMPANY;DK;DKK;NASDAQ Copenhagen;;526;573;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;576920;;ARDS.AS;ARCADIS;NL;EUR;Euronext Amsterdam;;527;544;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE7086;;BC8G.DE;BECHTLE;DE;EUR;XETRA;;528;520;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH9068;;IFCN.S;INFICON;CH;CHF;Six Swiss Exchange;;529;513;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B0MBCM;;DRX.L;DRAX GRP;GB;GBP;London SE;;530;525;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH5064;;SUNN.S;SUNRISE N A;CH;CHF;Six Swiss Exchange;;531;509;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;007937;;SRP.L;SERCO GRP;GB;GBP;London SE;;532;538;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;597895;;ACPP.WA;ASSECO POLAND;PL;PLN;Warsaw SE;;533;584;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB21IC;;PLUSP.L;PLUS500;GB;GBP;London SE;;534;504;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;491039;;BZU.MI;BUZZI;IT;EUR;Borsa Italiana;;535;508;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;IT90BV;;NEXII.MI;NEXI SPA;IT;EUR;Borsa Italiana;;536;523;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;485471;;SUN.S;SULZER;CH;CHF;Six Swiss Exchange;;537;547;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;IT201E;;BCU.MI;BRUNELLO CUCINELLI;IT;EUR;Borsa Italiana;;538;516;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;016419;;EZJ.L;EASYJET;GB;GBP;London SE;;539;540;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;IT10AM;;DLG.MI;DE LONGHI;IT;EUR;Borsa Italiana;;540;534;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH909B;;VZN.S;VZ HOLDING 'N';CH;CHF;Six Swiss Exchange;;541;574;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;486097;;BAMN.AS;BAM GROEP KON.;NL;EUR;Euronext Amsterdam;;542;518;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB90KK;;AAF.L;AIRTEL AFRICA PLC;GB;GBP;London SE;;543;514;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;724353;;BABr.AT;JUMBO;GR;EUR;ATHENS SE;;544;;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;007100;;TCAPI.L;TP ICAP;GB;GBP;London SE;;545;522;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B01SPF;;GRLS.MC;GRIFOLS;ES;EUR;BME Exchange;;546;521;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;582300;;FNTGn.DE;FREENET;DE;EUR;XETRA;;547;527;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB90BB;;PHP.L;PRIMARY HEALTH PROPS.;GB;GBP;London SE;;548;532;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;IT703L;;REY.MI;REPLY;IT;EUR;Borsa Italiana;;549;572;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;521638;;KTY.WA;KETY;PL;PLN;Warsaw SE;;550;533;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;547643;;HUBN.S;HUBER+SUHNER 'R';CH;CHF;Six Swiss Exchange;;551;495;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;904076;;BWY.L;BELLWAY;GB;GBP;London SE;;552;556;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;407732;;MILP.WA;BANK MILLENNIUM;PL;PLN;Warsaw SE;;553;524;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH301X;;CMBN.S;CEMBRA MONEY BANK;CH;CHF;Six Swiss Exchange;;554;526;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;IT708Q;;PIRC.MI;PIRELLI & C. S.P.A.;IT;EUR;Borsa Italiana;;555;536;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B0LCW0;;HIK.L;HIKMA PHARMACEUTICALS;GB;GBP;London SE;;556;531;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;505160;;OTEr.AT;OTE;GR;EUR;ATHENS SE;;557;;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB40FA;;BMEB.L;B&M EUROPEAN VALUE RETAIL;GB;GBP;London SE;;558;564;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NO108K;;NOD.OL;NORDIC SEMICONDUCTOR;NO;NOK;Oslo Bors;;559;559;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB90GG;;TBCG.L;TBC BANK GROUP;GB;GBP;London SE;;560;557;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB1F07;;BPTB.L;BRIDGEPOINT GROUP;GB;GBP;London SE;;561;553;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;409830;;GBFG.DE;BILFINGER;DE;EUR;XETRA;;562;551;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;492109;;VONN.S;VONTOBEL;CH;CHF;Six Swiss Exchange;;563;569;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NL608M;;CSG.AS;CSG A;NL;EUR;Euronext Amsterdam;;564;587;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;IT14M2;;IVG.MI;IVECO GROUP;IT;EUR;Borsa Italiana;;565;548;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB80DC;;QLT.L;QUILTER;GB;GBP;London SE;;566;543;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH105Z;;COTNE.S;COMET HOLDINGS 'R';CH;CHF;Six Swiss Exchange;;567;552;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;471310;;RUBF.PA;RUBIS;FR;EUR;Euronext Paris;;568;549;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB701Z;;HILS.L;HILL & SMITH;GB;GBP;London SE;;569;561;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;774563;;CVO.PA;COVIVIO;FR;EUR;Euronext Paris;;570;529;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;710725;;ALWr.AT;ALLWYN;GR;EUR;ATHENS SE;;571;;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B0BV89;;MOBN.S;MOBIMO HLDG;CH;CHF;Six Swiss Exchange;;572;539;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;PL303G;;ALRR.WA;ALIOR BANK;PL;PLN;Warsaw SE;;573;537;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NO804N;;SBNOR.OL;SPAREBANKEN NORGE;NO;NOK;Oslo Bors;;574;568;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;FR702F;;SOPR.PA;SOPRA STERIA GROUP;FR;EUR;Euronext Paris;;575;542;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;569620;;TECN.S;TECAN;CH;CHF;Six Swiss Exchange;;576;578;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB10QI;;HBR.L;HARBOUR ENERGY;GB;GBP;London SE;;577;590;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;BE11G7;;AZE.BR;AZELIS GROUP;BE;EUR;Euronext Brussels;;578;594;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;506472;;PUMG.DE;PUMA;DE;EUR;XETRA;;579;530;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;576162;;SDFGn.DE;K + S;DE;EUR;XETRA;;580;599;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;082699;;PNN.L;PENNON GRP;GB;GBP;London SE;;581;580;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;739160;;BKWB.S;BKW;CH;CHF;Six Swiss Exchange;;582;535;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;435435;;FPE3_p.DE;FUCHS PREF;DE;EUR;XETRA;;583;560;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE10IP;;LATOb.ST;LATOUR INVESTMENT B;SE;SEK;NASDAQ Stockholm;;584;558;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;465975;;VOPA.AS;VOPAK;NL;EUR;Euronext Amsterdam;;585;555;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE51O0;;VSURE.ST;VERISURE;SE;EUR;NASDAQ Stockholm;;586;505;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B0WMWD;;QQ.L;QINETIQ GRP;GB;GBP;London SE;;587;563;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;FR90GV;;FDJU.PA;FDJ UNITED;FR;EUR;Euronext Paris;;588;577;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH4030;;SFSN.S;SFS GROUP;CH;CHF;Six Swiss Exchange;;589;575;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;471349;;ROCKb.CO;ROCKWOOL B;DK;DKK;NASDAQ Copenhagen;;590;570;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;670375;;VLAN.AS;VAN LANSCHOT KEMPEN;NL;EUR;Euronext Amsterdam;;591;583;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB20F8;;UTG.L;UNITE GROUP PLC;GB;GBP;London SE;;592;579;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;040650;;HMSO.L;HAMMERSON;GB;GBP;London SE;;593;600;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE50JU;;BRAV.ST;BRAVIDA HOLDING AB;SE;SEK;NASDAQ Stockholm;;594;593;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B0BKSS;;VIGR.VI;VIENNA INSURANCE;AT;EUR;Wiener Boerse AG;;595;589;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B09M9L;;HIAB.HE;HIAB;FI;EUR;NASDAQ Helsinki;;596;601;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH002V;;BANB.S;BACHEM HOLDING;CH;CHF;Six Swiss Exchange;;597;588;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;528648;;VATN.S;VALIANT;CH;CHF;Six Swiss Exchange;;598;554;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH201W;;DKSH.S;DKSH HOLDING;CH;CHF;Six Swiss Exchange;;599;576;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE50V6;;ASMDEEb.ST;ASMODEE GROUP B;SE;SEK;NASDAQ Stockholm;;600;595;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;492670;;SCYR.MC;SACYR;ES;EUR;BME Exchange;;601;545;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B1FW50;;HOCM.L;HOCHSCHILD MINING;GB;GBP;London SE;;602;722;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B28DT4;;STRV.VI;STRABAG;AT;EUR;Wiener Boerse AG;;603;624;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;026527;;DLN.L;DERWENT LONDON;GB;GBP;London SE;;604;567;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NL106F;;ALLFG.AS;ALLFUNDS GROUP;NL;EUR;Euronext Amsterdam;;605;591;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;532167;;TGS.OL;TGS ASA;NO;NOK;Oslo Bors;;606;608;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NO101D;;MING.OL;SPAREBANK 1 SMN;NO;NOK;Oslo Bors;;607;613;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;ES408I;;PUIGb.MC;PUIG BRANDS B;ES;EUR;BME Exchange;;608;620;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB90NN;;HTWS.L;HELIOS TOWERS PLC;GB;GBP;London SE;;609;619;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DK904A;;ZELA.CO;ZEALAND PHARMA;DK;DKK;NASDAQ Copenhagen;;610;562;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB1ELR;;KLR.L;KELLER;GB;GBP;London SE;;611;571;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;440755;;CLN.S;CLARIANT;CH;CHF;Six Swiss Exchange;;612;638;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE2070;;TEGG.DE;TAG IMMOBILIEN AG;DE;EUR;XETRA;;613;565;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DK1020;;RBREW.CO;ROYAL UNIBREW;DK;DKK;NASDAQ Copenhagen;;614;541;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE90GG;;8TRA.DE;TRATON SE;DE;EUR;XETRA;;615;582;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;087541;;TATE.L;TATE & LYLE;GB;GBP;London SE;;616;597;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE401B;;SWECb.ST;SWECO 'B';SE;SEK;NASDAQ Stockholm;;617;585;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;457270;;BOLL.PA;BOLLORE;FR;EUR;Euronext Paris;;618;581;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;591591;;AXFO.ST;AXFOOD;SE;SEK;NASDAQ Stockholm;;619;598;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;EB382;;SHCS.L;SHAFTESBURY CAPITAL;GB;GBP;London SE;;620;586;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE50IT;;SINCH.ST;SINCH;SE;SEK;NASDAQ Stockholm;;621;641;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;705227;;LUKN.S;LUZERNER KANTONALBANK;CH;CHF;Six Swiss Exchange;;622;610;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE8065;;DWSG.DE;DWS GROUP GMBH & CO. KGAA;DE;EUR;XETRA;;623;614;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;ES406G;;VID.MC;VIDRALA;ES;EUR;BME Exchange;;624;611;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;459784;;HOLMb.ST;HOLMEN B;SE;SEK;NASDAQ Stockholm;;625;623;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NO405K;;PROT.OL;PROTECTOR FORSIKRING;NO;NOK;Oslo Bors;;626;596;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB007Y;;MGNS.L;MORGAN SINDALL GROUP;GB;GBP;London SE;;627;607;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;489708;;TOM.OL;TOMRA SYSTEMS;NO;NOK;Oslo Bors;;628;617;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;FR1018;;LTEN.PA;ALTEN;FR;EUR;Euronext Paris;;629;612;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NO60IZ;;KMAR.OL;KONGSBERG MARITIME;NO;NOK;Oslo Bors;;630;630;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB80ML;;AJBA.L;AJ BELL PLC;GB;GBP;London SE;;631;618;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DK1031;;BAVA.CO;BAVARIAN NORDIC;DK;DKK;NASDAQ Copenhagen;;632;670;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;710755;;FRAG.DE;FRAPORT;DE;EUR;XETRA;;633;592;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;466514;;OUT1V.HE;OUTOKUMPU;FI;EUR;NASDAQ Helsinki;;634;635;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GR303D;;OPTIMAr.AT;OPTIMA BANK;GR;EUR;ATHENS SE;;635;;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE10MT;;HPOLb.ST;HEXPOL 'B';SE;SEK;NASDAQ Stockholm;;636;634;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB60TQ;;JD.L;JD SPORTS FASHION;GB;GBP;London SE;;637;606;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH7055;;EMMN.S;EMMI AG;CH;CHF;Six Swiss Exchange;;638;605;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B0LF18;;EFGN.S;EFG INTERNATIONAL N;CH;CHF;Six Swiss Exchange;;639;626;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE005B;;CAMX.ST;CAMURUS;SE;SEK;NASDAQ Stockholm;;640;602;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;038580;;GRG.L;GREGGS;GB;GBP;London SE;;641;616;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;EW059;;PGE.WA;PGE;PL;PLN;Warsaw SE;;642;648;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;488828;;TITCr.AT;TITAN;GR;EUR;ATHENS SE;;643;;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;777713;;SVS.L;SAVILLS;GB;GBP;London SE;;644;747;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE50UQ;;TKMS.DE;TKMS;DE;EUR;XETRA;;645;649;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB103V;;RSW.L;RENISHAW;GB;GBP;London SE;;646;633;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;435413;;UTDI.DE;UNITED INTERNET;DE;EUR;XETRA;;647;674;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;ES405F;;LOG.MC;LOGISTA;ES;EUR;BME Exchange;;648;622;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;496960;;WBSV.VI;WIENERBERGER;AT;EUR;Wiener Boerse AG;;649;604;;;
